Uploaded to Postgres DB,Uploaded to popchange-data.liverpool.ac.uk,Percentage,Complete,Category,Name,Year,Table Number,Column Number,Denominator,Input File Name,Column Code,ColumnCode Length,Notes,Output Filename
,,20161014,x,Country of Birth,Afghanistan - Unit : People,2001,UV008,F96202,,2001-OA-attributes_uv008,Afganist,8,,5a_ascii_grid2001_Country_of_Birth_Afganist.asc
,,20161014,x,Country of Birth,Asia \ South Asia  \ Bangladesh  - Unit : People,2001,UV008,F96203,,2001-OA-attributes_uv008,Banglads,8,,5a_ascii_grid2001_Country_of_Birth_Banglads.asc
,,20161014,x,Country of Birth,Asia \ South Asia  \ India  - Unit : People,2001,UV008,F96204,,2001-OA-attributes_uv008,India,5,,5a_ascii_grid2001_Country_of_Birth_India.asc
,,20161014,x,Country of Birth,Asia \ South Asia  \ Pakistan - Unit : People,2001,UV008,F96205,,2001-OA-attributes_uv008,Pakistan,8,,5a_ascii_grid2001_Country_of_Birth_Pakistan.asc
,,20161014,x,Country of Birth,Sri Lanka - Unit : People,2001,UV008,F96206,,2001-OA-attributes_uv008,SriLanka,8,,5a_ascii_grid2001_Country_of_Birth_SriLanka.asc
,,20161014,x,Country of Birth,Asia \ South Asia  \ Other South Asia - Unit : People,2001,UV008,F96207,,2001-OA-attributes_uv008,OtSthAs,7,,5a_ascii_grid2001_Country_of_Birth_OtSthAs.asc
,,20161014,x,Country of Birth,North America - Unit : People,2001,UV008,F96208,,2001-OA-attributes_uv008,NthAmer,7,,5a_ascii_grid2001_Country_of_Birth_NthAmer.asc
,,20161014,x,Country of Birth,North America \ Canada - Unit : People,2001,UV008,F96209,,2001-OA-attributes_uv008,Canada,6,,5a_ascii_grid2001_Country_of_Birth_Canada.asc
,,20161014,x,Country of Birth,North America \ USA - Unit : People,2001,UV008,F96210,,2001-OA-attributes_uv008,USA,3,,5a_ascii_grid2001_Country_of_Birth_USA.asc
,,20161014,x,Country of Birth,North America \ Caribbean & West Indies \ Jamaica - Unit : People,2001,UV008,F96211,,2001-OA-attributes_uv008,Jamaica,7,,5a_ascii_grid2001_Country_of_Birth_Jamaica.asc
,,20161014,x,Country of Birth,North America \ Caribbean & West Indies \ Other Caribbean & West Indies - Unit : People,2001,UV008,F96212,,2001-OA-attributes_uv008,OthCarib,8,,5a_ascii_grid2001_Country_of_Birth_OthCarib.asc
,,20161014,x,Country of Birth,North America \ Other North America - Unit : People,2001,UV008,F96213,,2001-OA-attributes_uv008,OthNthAm,8,,5a_ascii_grid2001_Country_of_Birth_OthNthAm.asc
,,20161014,x,Country of Birth,South America - Unit : People,2001,UV008,F96214,,2001-OA-attributes_uv008,SthAmer,7,,5a_ascii_grid2001_Country_of_Birth_SthAmer.asc
,,20161014,x,Country of Birth,Oceania - Unit : People,2001,UV008,F96215,,2001-OA-attributes_uv008,Oceania,7,,5a_ascii_grid2001_Country_of_Birth_Oceania.asc
,,20161014,x,Country of Birth,Oceania \ Australia - Unit : People,2001,UV008,F96216,,2001-OA-attributes_uv008,Australi,8,,5a_ascii_grid2001_Country_of_Birth_Australi.asc
,,20161014,x,Country of Birth,Oceania \ New Zealand - Unit : People,2001,UV008,F96217,,2001-OA-attributes_uv008,NewZeald,8,,5a_ascii_grid2001_Country_of_Birth_NewZeald.asc
,,20161014,x,Country of Birth,Oceania \ Other Oceania - Unit : People,2001,UV008,F96218,,2001-OA-attributes_uv008,OthOcena,8,,5a_ascii_grid2001_Country_of_Birth_OthOcena.asc
,,done,x,Country of Birth,All countries of birth: Males,1991,SAS07,s070001,,1991-OA-attributes-sas07,BAllM01,7,,(see folder)
,,done,x,Country of Birth,All countries of birth: Females,1991,SAS07,s070002,,1991-OA-attributes-sas07,BAllF02,7,,(see folder)
,,done,x,Country of Birth,All countries of birth: Males and Females,1991,SAS07,,,1991-OA-attributes-sas07,BAll,4,,(see folder)
,,done,x,Country of Birth,UK: Males,1991,SAS07,s070003,,1991-OA-attributes-sas07,BUKM03,6,,(see folder)
,,done,x,Country of Birth,UK Females,1991,SAS07,s070004,,1991-OA-attributes-sas07,BUKF04,6,,(see folder)
,,done,x,Country of Birth,UK : Males and Females,1991,SAS07,,,1991-OA-attributes-sas07,BUK,3,,(see folder)
,,done,x,Country of Birth,UK: England: Males,1991,SAS07,s070005,,1991-OA-attributes-sas07,BUKEM05,7,,(see folder)
,,done,x,Country of Birth,UK: England: Females,1991,SAS07,s070006,,1991-OA-attributes-sas07,BUKEF06,7,,(see folder)
,,done,x,Country of Birth,UK: England: Males and Females,1991,SAS07,,,1991-OA-attributes-sas07,BUKE,4,,(see folder)
,,done,x,Country of Birth,UK: Scotland: Males,1991,SAS07,s070007,,1991-OA-attributes-sas07,BUKSM07,7,,(see folder)
,,done,x,Country of Birth,UK: Scotland: Females,1991,SAS07,s070008,,1991-OA-attributes-sas07,BUKSF08,7,,(see folder)
,,done,x,Country of Birth,UK: Scotland: Males and Females,1991,SAS07,,,1991-OA-attributes-sas07,BUKS,4,,(see folder)
,,done,x,Country of Birth,UK: Wales: Males,1991,SAS07,s070009,,1991-OA-attributes-sas07,BUKWM09,7,,(see folder)
,,done,x,Country of Birth,UK: Wales: Females,1991,SAS07,s070010,,1991-OA-attributes-sas07,BUKWF10,7,,(see folder)
,,done,x,Country of Birth,UK: Wales: Males and Females,1991,SAS07,,,1991-OA-attributes-sas07,BUKW,4,,(see folder)
,,done,x,Country of Birth,UK: Northern Ireland: Males,1991,SAS07,s070011,,1991-OA-attributes-sas07,BUKNM11,7,,(see folder)
,,done,x,Country of Birth,UK: Northern Ireland: Females,1991,SAS07,s070012,,1991-OA-attributes-sas07,BUKNF12,7,,(see folder)
,,done,x,Country of Birth,UK: Northern Ireland: Males and Females,1991,SAS07,,,1991-OA-attributes-sas07,BUKNI,5,,(see folder)
,,done,x,Country of Birth,Irish Republic: Males,1991,SAS07,s070013,,1991-OA-attributes-sas07,BIRM13,6,,(see folder)
,,done,x,Country of Birth,Irish Republic: Females,1991,SAS07,s070014,,1991-OA-attributes-sas07,BIRF14,6,,(see folder)
,,done,x,Country of Birth,Irish Republic: Males and Females,1991,SAS07,,,1991-OA-attributes-sas07,BIR,3,,(see folder)
,,done,x,Country of Birth,Old Commonwealth: Males,1991,SAS07,s070015,,1991-OA-attributes-sas07,BCM15,5,,(see folder)
,,done,x,Country of Birth,Old Commonwealth: Females,1991,SAS07,s070016,,1991-OA-attributes-sas07,BCF16,5,,(see folder)
,,done,x,Country of Birth,Old Commonwealth: Males and Females,1991,SAS07,,,1991-OA-attributes-sas07,BC,2,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Males,1991,SAS07,s070017,,1991-OA-attributes-sas07,BNCM17,6,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Females,1991,SAS07,s070018,,1991-OA-attributes-sas07,BNCF18,6,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Males and Females,1991,SAS07,,,1991-OA-attributes-sas07,BNCM,4,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Eastern Africa: Males,1991,SAS07,s070019,,1991-OA-attributes-sas07,s070019,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Eastern Africa: Females,1991,SAS07,s070020,,1991-OA-attributes-sas07,s070020,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Other Africa: Males,1991,SAS07,s070021,,1991-OA-attributes-sas07,s070021,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Other Africa: Females,1991,SAS07,s070022,,1991-OA-attributes-sas07,s070022,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Caribbean: Males,1991,SAS07,s070023,,1991-OA-attributes-sas07,s070023,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Caribbean: Females,1991,SAS07,s070024,,1991-OA-attributes-sas07,s070024,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Bangladesh: Males,1991,SAS07,s070025,,1991-OA-attributes-sas07,s070025,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Bangladesh: Females,1991,SAS07,s070026,,1991-OA-attributes-sas07,s070026,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: India: Males,1991,SAS07,s070027,,1991-OA-attributes-sas07,s070027,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: India: Females,1991,SAS07,s070028,,1991-OA-attributes-sas07,s070028,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Pakistan: Males,1991,SAS07,s070029,,1991-OA-attributes-sas07,s070029,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Pakistan: Females,1991,SAS07,s070030,,1991-OA-attributes-sas07,s070030,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: South East Asia: Males,1991,SAS07,s070031,,1991-OA-attributes-sas07,s070031,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: South East Asia: Females,1991,SAS07,s070032,,1991-OA-attributes-sas07,s070032,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Cyprus: Males,1991,SAS07,s070033,,1991-OA-attributes-sas07,s070033,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Cyprus: Females,1991,SAS07,s070034,,1991-OA-attributes-sas07,s070034,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Other: Males,1991,SAS07,s070035,,1991-OA-attributes-sas07,s070035,7,,(see folder)
,,done,x,Country of Birth,New Commonwealth: Other: Females,1991,SAS07,s070036,,1991-OA-attributes-sas07,s070036,7,,(see folder)
,,done,x,Country of Birth,Other European Community: Males,1991,SAS07,s070037,,1991-OA-attributes-sas07,s070037,7,,(see folder)
,,done,x,Country of Birth,Other European Community: Females,1991,SAS07,s070038,,1991-OA-attributes-sas07,s070038,7,,(see folder)
,,done,x,Country of Birth,Other Europe: Males,1991,SAS07,s070039,,1991-OA-attributes-sas07,s070039,7,,(see folder)
,,done,x,Country of Birth,Other Europe: Females,1991,SAS07,s070040,,1991-OA-attributes-sas07,s070040,7,,(see folder)
,,done,x,Country of Birth,China: Males,1991,SAS07,s070041,,1991-OA-attributes-sas07,s070041,7,,(see folder)
,,done,x,Country of Birth,China: Females,1991,SAS07,s070042,,1991-OA-attributes-sas07,s070042,7,,(see folder)
,,done,x,Country of Birth,Rest of the World: Males,1991,SAS07,s070043,,1991-OA-attributes-sas07,s070043,7,,(see folder)
,,done,x,Country of Birth,Rest of the World: Females,1991,SAS07,s070044,,1991-OA-attributes-sas07,s070044,7,,(see folder)
,,20161017,x,Country of Birth,Total,1981,SAS04,[81sas040320],,1981-OA-attributes-sas04,BTT20,5,,(see folder)
,,20161017,x,Country of Birth,Total: Males,1981,SAS04,[81sas040321],,1981-OA-attributes-sas04,BTM21,5,,(see folder)
,,20161017,x,Country of Birth,Total: Females,1981,SAS04,[81sas040322],,1981-OA-attributes-sas04,BTF22,5,,(see folder)
,,20161017,x,Country of Birth,England: Total,1981,SAS04,[81sas040323],,1981-OA-attributes-sas04,BEngT23,7,,(see folder)
,,20161017,x,Country of Birth,England: Males,1981,SAS04,[81sas040324],,1981-OA-attributes-sas04,BEngM24,7,,(see folder)
,,20161017,x,Country of Birth,England: Females,1981,SAS04,[81sas040325],,1981-OA-attributes-sas04,BEngF25,7,,(see folder)
,,20161017,x,Country of Birth,Scotland: Total,1981,SAS04,[81sas040326],,1981-OA-attributes-sas04,BSctT26,7,,(see folder)
,,20161017,x,Country of Birth,Scotland: Males,1981,SAS04,[81sas040327],,1981-OA-attributes-sas04,BSctM27,7,,(see folder)
,,20161017,x,Country of Birth,Scotland: Females,1981,SAS04,[81sas040328],,1981-OA-attributes-sas04,BSctF28,7,,(see folder)
,,20161017,x,Country of Birth,Wales: Total,1981,SAS04,[81sas040329],,1981-OA-attributes-sas04,BWalT29,7,,(see folder)
,,20161017,x,Country of Birth,Wales: Males,1981,SAS04,[81sas040330],,1981-OA-attributes-sas04,BWalM30,7,,(see folder)
,,20161017,x,Country of Birth,Wales: Females,1981,SAS04,[81sas040331],,1981-OA-attributes-sas04,BWalF31,7,,(see folder)
,,20161017,x,Country of Birth,Rest of UK: Total,1981,SAS04,[81sas040332],,1981-OA-attributes-sas04,BRestT32,8,,(see folder)
,,20161017,x,Country of Birth,Rest of UK: Males,1981,SAS04,[81sas040333],,1981-OA-attributes-sas04,BRestM33,8,,(see folder)
,,20161017,x,Country of Birth,Rest of UK: Females,1981,SAS04,[81sas040334],,1981-OA-attributes-sas04,BRestF34,8,,(see folder)
,,20161017,x,Country of Birth,Irish Republic: Total,1981,SAS04,[81sas040335],,1981-OA-attributes-sas04,BIRT35,6,,(see folder)
,,20161017,x,Country of Birth,Irish Republic: Males,1981,SAS04,[81sas040336],,1981-OA-attributes-sas04,BIRM36,6,,(see folder)
,,20161017,x,Country of Birth,Irish Republic: Females,1981,SAS04,[81sas040337],,1981-OA-attributes-sas04,BIRF37,6,,(see folder)
,,20161017,x,Country of Birth,Old Commonwealth: Total,1981,SAS04,[81sas040338],,1981-OA-attributes-sas04,BOCT38,6,,(see folder)
,,20161017,x,Country of Birth,Old Commonwealth: Males,1981,SAS04,[81sas040339],,1981-OA-attributes-sas04,BOCM39,6,,(see folder)
,,20161017,x,Country of Birth,Old Commonwealth: Females,1981,SAS04,[81sas040340],,1981-OA-attributes-sas04,BOCMF40,7,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Total,1981,SAS04,[81sas040341],,1981-OA-attributes-sas04,as040341,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Males,1981,SAS04,[81sas040342],,1981-OA-attributes-sas04,as040342,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Females,1981,SAS04,[81sas040343],,1981-OA-attributes-sas04,as040343,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Eastern Africa: Total,1981,SAS04,[81sas040344],,1981-OA-attributes-sas04,as040344,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Eastern Africa: Males,1981,SAS04,[81sas040345],,1981-OA-attributes-sas04,as040345,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Eastern Africa: Females,1981,SAS04,[81sas040346],,1981-OA-attributes-sas04,as040346,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Other Africa: Total,1981,SAS04,[81sas040347],,1981-OA-attributes-sas04,as040347,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Other Africa: Males,1981,SAS04,[81sas040348],,1981-OA-attributes-sas04,as040348,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Other Africa: Females,1981,SAS04,[81sas040349],,1981-OA-attributes-sas04,as040349,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Caribbean: Total,1981,SAS04,[81sas040350],,1981-OA-attributes-sas04,as040350,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Caribbean: Males,1981,SAS04,[81sas040351],,1981-OA-attributes-sas04,as040351,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Caribbean: Females,1981,SAS04,[81sas040352],,1981-OA-attributes-sas04,as040352,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: India: Total,1981,SAS04,[81sas040353],,1981-OA-attributes-sas04,as040353,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: India: Males,1981,SAS04,[81sas040354],,1981-OA-attributes-sas04,as040354,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: India: Females,1981,SAS04,[81sas040355],,1981-OA-attributes-sas04,as040355,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Bangladesh: Total,1981,SAS04,[81sas040356],,1981-OA-attributes-sas04,as040356,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Bangladesh: Males,1981,SAS04,[81sas040357],,1981-OA-attributes-sas04,as040357,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Bangladesh: Females,1981,SAS04,[81sas040358],,1981-OA-attributes-sas04,as040358,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Far East: Total,1981,SAS04,[81sas040359],,1981-OA-attributes-sas04,as040359,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Far East: Males,1981,SAS04,[81sas040360],,1981-OA-attributes-sas04,as040360,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Far East: Females,1981,SAS04,[81sas040361],,1981-OA-attributes-sas04,as040361,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Mediterranean: Total,1981,SAS04,[81sas040362],,1981-OA-attributes-sas04,as040362,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Mediterranean: Males,1981,SAS04,[81sas040363],,1981-OA-attributes-sas04,as040363,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Mediterranean: Females,1981,SAS04,[81sas040364],,1981-OA-attributes-sas04,as040364,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Remainder: Total,1981,SAS04,[81sas040365],,1981-OA-attributes-sas04,as040365,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Remainder: Males,1981,SAS04,[81sas040366],,1981-OA-attributes-sas04,as040366,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Remainder: Females,1981,SAS04,[81sas040367],,1981-OA-attributes-sas04,as040367,8,,(see folder)
,,20161017,x,Country of Birth,Pakistan: Total,1981,SAS04,[81sas040368],,1981-OA-attributes-sas04,as040368,8,,(see folder)
,,20161017,x,Country of Birth,Pakistan: Males,1981,SAS04,[81sas040369],,1981-OA-attributes-sas04,as040369,8,,(see folder)
,,20161017,x,Country of Birth,Pakistan: Females,1981,SAS04,[81sas040370],,1981-OA-attributes-sas04,as040370,8,,(see folder)
,,20161017,x,Country of Birth,Other European Community: Total,1981,SAS04,[81sas040371],,1981-OA-attributes-sas04,as040371,8,,(see folder)
,,20161017,x,Country of Birth,Other European Community: Males,1981,SAS04,[81sas040372],,1981-OA-attributes-sas04,as040372,8,,(see folder)
,,20161017,x,Country of Birth,Other European Community: Females,1981,SAS04,[81sas040373],,1981-OA-attributes-sas04,as040373,8,,(see folder)
,,20161017,x,Country of Birth,Other Europe: Total,1981,SAS04,[81sas040374],,1981-OA-attributes-sas04,as040374,8,,(see folder)
,,20161017,x,Country of Birth,Other Europe: Males,1981,SAS04,[81sas040375],,1981-OA-attributes-sas04,as040375,8,,(see folder)
,,20161017,x,Country of Birth,Other Europe: Females,1981,SAS04,[81sas040376],,1981-OA-attributes-sas04,as040376,8,,(see folder)
,,20161017,x,Country of Birth,Rest of the World: Total,1981,SAS04,[81sas040377],,1981-OA-attributes-sas04,as040377,8,,(see folder)
,,20161017,x,Country of Birth,Rest of the World: Males,1981,SAS04,[81sas040378],,1981-OA-attributes-sas04,as040378,8,,(see folder)
,,20161017,x,Country of Birth,Rest of the World: Females,1981,SAS04,[81sas040379],,1981-OA-attributes-sas04,as040379,8,,(see folder)
,,20161017,x,Country of Birth,All: Males,1971,SAS08,,,1971-OA-attributes-sas08,BAllM01,7,,(see folder)
,,20161017,x,Country of Birth,All: Females,1971,SAS08,,,1971-OA-attributes-sas08,BAllF02,7,,(see folder)
,,20161017,x,Country of Birth,All: Total,1971,SAS08,,,1971-OA-attributes-sas08,BAll,4,,(see folder)
,,20161017,x,Country of Birth,England: Males,1971,SAS08,c71s08_439,,1971-OA-attributes-sas08,BEngM39,7,,(see folder)
,,20161017,x,Country of Birth,England: Females,1971,SAS08,c71s08_440,,1971-OA-attributes-sas08,BEngF40,7,,(see folder)
,,20161017,x,Country of Birth,England: Total,1971,SAS08,,,1971-OA-attributes-sas08,BEngB,5,,(see folder)
,,20161017,x,Country of Birth,Scotland: Males,1971,SAS08,c71s08_441,,1971-OA-attributes-sas08,BSctM41,7,,(see folder)
,,20161017,x,Country of Birth,Scotland: Females,1971,SAS08,c71s08_442,,1971-OA-attributes-sas08,BSctF42,7,,(see folder)
,,20161017,x,Country of Birth,Scotland: Total,1971,SAS08,,,1971-OA-attributes-sas08,BScotB,6,,(see folder)
,,20161017,x,Country of Birth,Wales: Males,1971,SAS08,c71s08_443,,1971-OA-attributes-sas08,BWalM43,7,,(see folder)
,,20161017,x,Country of Birth,Wales: Females,1971,SAS08,c71s08_444,,1971-OA-attributes-sas08,BWalF44,7,,(see folder)
,,20161017,x,Country of Birth,Wales: Total,1971,SAS08,,,1971-OA-attributes-sas08,BWalB,5,,(see folder)
,,20161017,x,Country of Birth,Northern Ireland: Males,1971,SAS08,c71s08_445,,1971-OA-attributes-sas08,BNIM45,6,,(see folder)
,,20161017,x,Country of Birth,Northern Ireland: Females,1971,SAS08,c71s08_446,,1971-OA-attributes-sas08,BNIF46,6,,(see folder)
,,20161017,x,Country of Birth,Northern Ireland: Total,1971,SAS08,,,1971-OA-attributes-sas08,BNIB,4,,(see folder)
,,20161017,x,Country of Birth,Irish Republic: Males,1971,SAS08,c71s08_447,,1971-OA-attributes-sas08,BIRM47,6,,(see folder)
,,20161017,x,Country of Birth,Irish Republic: Females,1971,SAS08,c71s08_448,,1971-OA-attributes-sas08,BIRF48,6,,(see folder)
,,20161017,x,Country of Birth,Irish Republic: Total,1971,SAS08,,,1971-OA-attributes-sas08,BIRB,4,,(see folder)
,,20161017,x,Country of Birth,Old Commonwealth: Males,1971,SAS08,c71s08_449,,1971-OA-attributes-sas08,BOCM49,6,,(see folder)
,,20161017,x,Country of Birth,Old Commonwealth: Females,1971,SAS08,c71s08_450,,1971-OA-attributes-sas08,BOCF50,6,,(see folder)
,,20161017,x,Country of Birth,Old Commonwealth: Total,1971,SAS08,,,1971-OA-attributes-sas08,BOCB,4,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Males,1971,SAS08,c71s08_469,,1971-OA-attributes-sas08,BNCM69,6,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Females,1971,SAS08,c71s08_470,,1971-OA-attributes-sas08,BNCF69,6,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Total,1971,SAS08,,,1971-OA-attributes-sas08,BNCB,4,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Africa: Males,1971,SAS08,c71s08_451,,1971-OA-attributes-sas08,1s08_451,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Africa: Females,1971,SAS08,c71s08_452,,1971-OA-attributes-sas08,1s08_452,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: America: Males,1971,SAS08,c71s08_453,,1971-OA-attributes-sas08,1s08_453,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: America: Females,1971,SAS08,c71s08_454,,1971-OA-attributes-sas08,1s08_454,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Ceylon: Males,1971,SAS08,c71s08_455,,1971-OA-attributes-sas08,1s08_455,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Ceylon: Females,1971,SAS08,c71s08_456,,1971-OA-attributes-sas08,1s08_456,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: India: Males,1971,SAS08,c71s08_457,,1971-OA-attributes-sas08,1s08_457,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: India: Females,1971,SAS08,c71s08_458,,1971-OA-attributes-sas08,1s08_458,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Pakistan: Males,1971,SAS08,c71s08_459,,1971-OA-attributes-sas08,1s08_459,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Pakistan: Females,1971,SAS08,c71s08_460,,1971-OA-attributes-sas08,1s08_460,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Far East: Males,1971,SAS08,c71s08_461,,1971-OA-attributes-sas08,1s08_461,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Far East: Females,1971,SAS08,c71s08_462,,1971-OA-attributes-sas08,1s08_462,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Other: Males,1971,SAS08,c71s08_463,,1971-OA-attributes-sas08,1s08_463,8,,(see folder)
,,20161017,x,Country of Birth,New Commonwealth: Other: Females,1971,SAS08,c71s08_464,,1971-OA-attributes-sas08,1s08_464,8,,(see folder)
,,20161017,x,Country of Birth,Other Europe: Males,1971,SAS08,c71s08_465,,1971-OA-attributes-sas08,1s08_465,8,,(see folder)
,,20161017,x,Country of Birth,Other Europe: Females,1971,SAS08,c71s08_466,,1971-OA-attributes-sas08,1s08_466,8,,(see folder)
,,20161017,x,Country of Birth,"Other Foreign, At Sea or Not Stated: Males",1971,SAS08,c71s08_467,,1971-OA-attributes-sas08,1s08_467,8,,(see folder)
,,20161017,x,Country of Birth,"Other Foreign, At Sea or Not Stated: Females",1971,SAS08,c71s08_468,,1971-OA-attributes-sas08,1s08_468,8,,(see folder)
,,NA (see folder),20160816,Townsend,Economically active: Employee: Part-time,2011,KS601EW/SC,2,#N/A,2011-townsend.csv,EAPart,,,
,,NA (see folder),20160816,Townsend,Economically active: Employee: Full-time,2011,KS601EW/SC,3,#N/A,2011-townsend.csv,EAFull,,,
,,NA (see folder),20160816,Townsend,Economically active: Self-employed,2011,KS601EW/SC,4,#N/A,2011-townsend.csv,EASelf,,,
,,NA (see folder),20160816,Townsend,Economically active: Unemployed,2011,KS601EW/SC,5,#N/A,2011-townsend.csv,EAUnem,,,
,,NA (see folder),20160816,Townsend,Total Households (Cars),2011,QS416EW/404S,1,#N/A,2011-townsend.csv,CarTotalHs,,,
,,NA (see folder),20160816,Townsend,Households with No Cars or Vans,2011,QS416EW/404S,2,#N/A,2011-townsend.csv,CarNoCar,,,
,,NA (see folder),20160816,Townsend,All categories: Tenure,2011,KS402EW/402S,1,#N/A,2011-townsend.csv,TnAll,,,
,,NA (see folder),20160816,Townsend,Owned: Owned outright,2011,KS402EW/402S,2,#N/A,2011-townsend.csv,TnOwnOR,,,
,,NA (see folder),20160816,Townsend,Owned: Owned with a mortgage or loan,2011,KS402EW/402S,3,#N/A,2011-townsend.csv,TnOwnMt,,,
,,NA (see folder),20160816,Townsend,Shared ownership (part owned and part rented),2011,KS402EW/402S,4,#N/A,2011-townsend.csv,TnOwnSH,,,
,,NA (see folder),20160816,Townsend,Social rented: Rented from council (Local Authority),2011,KS402EW/402S,5,#N/A,2011-townsend.csv,TnRentLA,,,
,,NA (see folder),20160816,Townsend,Social rented: Other,2011,KS402EW/402S,6,#N/A,2011-townsend.csv,TnRentSo,,,
,,NA (see folder),20160816,Townsend,Private rented: Private landlord or letting agency,2011,KS402EW/402S,7,#N/A,2011-townsend.csv,TnRentPr,,,
,,NA (see folder),20160816,Townsend,Private rented: Other,2011,KS402EW/402S,8,#N/A,2011-townsend.csv,TnRentOt,,,
,,NA (see folder),20160816,Townsend,Living rent free,2011,KS402EW/402S,9,#N/A,2011-townsend.csv,TnRentFr,,,
,,,20161110,Townsend,Overcrowding: Total Households,2011,QS409EW,1,#N/A,2011-townsend.csv,TnOcTot,,,
,,,20161110,Townsend,Overcrowding: Up to 0.5 persons per room,2011,QS409EW,2,#N/A,2011-townsend.csv,TnOc05,,,
,,,20161110,Townsend,Overcrowding: Over 0.5 and up to 1.0 persons per room,2011,QS409EW,3,#N/A,2011-townsend.csv,TnOc05_1,,,
,,,20161110,Townsend,Overcrowding: Over 1 and up to 1.5 persons per room,2011,QS409EW,4,#N/A,2011-townsend.csv,TnOc1_15,,,
,,,20161110,Townsend,Overcrowding: Over 1.5 persons per room,2011,QS409EW,5,#N/A,2011-townsend.csv,TnOc15p,,,
,,,20161110,Townsend,Overcrowding: Over 1 persons per room,2011,,,,2011-townsend.csv,TnOc1p,,,
,,NA (see folder),20160816,Townsend,Total Households (Persons Per Room),2011,KS403EW/QS408,1,#N/A,2011-townsend.csv,OcTotal,,,
,,NA (see folder),20160816,Townsend,"Total Households (Overcrowded, score of -1)",2011,KS403EW/QS408,4,#N/A,2011-townsend.csv,OcOcc1,,,
